SK_ID_CURR,Probability,Prediction,Actual
100002,0.7882072960840619,1,1.0
100003,0.19957921101011256,0,0.0
100004,0.6467629632187939,1,0.0
100006,0.4819736271313505,0,0.0
100007,0.5229745793271396,1,0.0
100008,0.5757966123438406,1,0.0
100009,0.2402348041239228,0,0.0
100010,0.36983115552270285,0,0.0
100011,0.42062694131387096,0,0.0
100012,0.5614388876317857,1,0.0
100014,0.33043687943069594,0,0.0
100015,0.3514178843336551,0,0.0
100016,0.4827173211298614,0,0.0
100017,0.6466324269991555,1,0.0
100018,0.5032208377761133,1,0.0
100019,0.7993266214891573,1,0.0
100020,0.7692180670045655,1,0.0
100021,0.5020365406882473,1,0.0
100022,0.2914834327903118,0,0.0
100023,0.22140242069171015,0,0.0
100024,0.6373180303312337,1,0.0
100025,0.5532426903434533,1,0.0
100026,0.5399590382322249,1,0.0
100027,0.4442493451333667,0,0.0
100029,0.6508791091267098,1,0.0
100030,0.4535072659856617,0,0.0
100031,0.7056847664206701,1,1.0
100032,0.6675622323353673,1,0.0
100033,0.28503985558081957,0,0.0
100034,0.5224820376369549,1,0.0
100035,0.4785614524706055,0,0.0
100036,0.5786496523829172,1,0.0
100037,0.3525845688320639,0,0.0
100039,0.610306843077381,1,0.0
100040,0.1280422177952907,0,0.0
100041,0.2880105744153696,0,0.0
100043,0.39741866055020175,0,0.0
100044,0.5032329912410399,1,0.0
100045,0.33899630040622786,0,0.0
100046,0.37349601301449015,0,0.0
100047,0.7855864677944356,1,1.0
100048,0.6403164047741966,1,0.0
100049,0.5356652541313577,1,1.0
100050,0.1897585036469032,0,0.0
100051,0.666492078366242,1,0.0
100052,0.5736548754245238,1,0.0
100053,0.4773187817510114,0,0.0
100054,0.4158161678402109,0,0.0
100055,0.3468073851835692,0,0.0
100056,0.4616976909814891,0,0.0
100058,0.2620344322391102,0,0.0
100059,0.24021457762070933,0,0.0
100060,0.6006845224535202,1,0.0
100061,0.29796366265060614,0,0.0
100062,0.48036706769537296,0,0.0
100063,0.30207440356086984,0,0.0
100064,0.5246649841034906,1,0.0
100068,0.637135293982622,1,0.0
100069,0.6730373497373917,1,0.0
100070,0.34910300927344834,0,0.0
100071,0.2854080533780207,0,0.0
100072,0.5361454033779137,1,0.0
100073,0.42206845015413336,0,0.0
100075,0.25769146294017575,0,0.0
100076,0.6034357113587073,1,0.0
100077,0.6529976836393476,1,0.0
100078,0.13283046840697726,0,0.0
100079,0.6960338604997515,1,0.0
100080,0.3405878313837642,0,0.0
100081,0.5531534309546494,1,0.0
100082,0.3781366647975257,0,0.0
100083,0.6440574998633062,1,0.0
100084,0.665231924982095,1,0.0
100085,0.6557181671297165,1,0.0
100086,0.24288181991107294,0,0.0
100087,0.6633138082251069,1,0.0
100088,0.1916144138953176,0,0.0
100089,0.7001889839408373,1,0.0
100093,0.4739085579445301,0,0.0
100094,0.25369942442184784,0,0.0
100095,0.6087928203205718,1,0.0
100096,0.40669572947248656,0,1.0
100097,0.6512975028876751,1,0.0
100098,0.6652380771756004,1,0.0
100099,0.4480201959063797,0,0.0
100100,0.41500268825763625,0,0.0
100101,0.18166522330465656,0,0.0
100102,0.5378178744255678,1,0.0
100103,0.4038193769829496,0,0.0
100104,0.4754125782816095,0,0.0
100105,0.3122679437655442,0,0.0
100108,0.5460731627658616,1,0.0
100110,0.6710910614073592,1,0.0
100111,0.5125373094424007,1,0.0
100112,0.5423173516444298,1,1.0
100113,0.39437004415545374,0,0.0
100114,0.45788035956750156,0,0.0
100115,0.5283108267821391,1,0.0
100116,0.13223408713086604,0,0.0
100118,0.338943432858134,0,0.0
100119,0.5858239968460269,1,0.0
100120,0.4474958795000222,0,0.0
100121,0.776272279775707,1,0.0
100122,0.35230696606359246,0,0.0
100123,0.33216653920217054,0,0.0
100124,0.3784298099115747,0,0.0
100125,0.39436092026814235,0,0.0
100126,0.48079882152771,0,0.0
100127,0.5097199005071459,1,0.0
100129,0.41757432472448863,0,0.0
100130,0.5030461355850921,1,1.0
100131,0.3507640860835572,0,0.0
100132,0.2272111592619691,0,0.0
100133,0.6861649279195252,1,0.0
100134,0.46362397535549904,0,0.0
100135,0.6388014926890091,1,0.0
100136,0.41280386886105186,0,0.0
100137,0.6169591179566338,1,0.0
100138,0.27519881924083256,0,0.0
100139,0.47771634935864815,0,0.0
100140,0.3053225573462318,0,0.0
100142,0.34683492608857064,0,0.0
100143,0.20774869600044724,0,0.0
100144,0.4120858472078099,0,0.0
100145,0.42981119218458963,0,0.0
100146,0.5273954137202708,1,0.0
100147,0.4608676693395459,0,0.0
100148,0.245394158710744,0,0.0
100149,0.8070604520822684,1,0.0
100151,0.4134794333838125,0,0.0
100152,0.4630128470997493,0,0.0
100153,0.6556647194769769,1,0.0
100154,0.6646436984447439,1,0.0
100155,0.6294146429107993,1,0.0
100156,0.2780040986353711,0,0.0
100157,0.5163074611088744,1,0.0
100158,0.39809189430711245,0,0.0
100159,0.36356856860381526,0,0.0
100160,0.5349008656120978,1,1.0
100161,0.47413171656622666,0,0.0
100162,0.49941703888431527,0,0.0
100163,0.3539725122320558,0,0.0
100164,0.3043602555396589,0,0.0
100165,0.3571981547931752,0,0.0
100166,0.5008296846553058,1,0.0
100167,0.46529264510217994,0,0.0
100173,0.27030187521600085,0,0.0
100174,0.2666416173976072,0,0.0
100175,0.47875698597354277,0,0.0
100176,0.49083950385016595,0,0.0
100177,0.6264875505116206,1,0.0
100178,0.23057610029159328,0,0.0
100179,0.19057954935243482,0,0.0
100180,0.19643623765539664,0,0.0
100181,0.48810182888594983,0,1.0
100182,0.43379924288369553,0,0.0
100183,0.31967294333439666,0,0.0
100185,0.5393319532442741,1,0.0
100186,0.34413778528318967,0,0.0
100188,0.21393371879780035,0,0.0
100189,0.5930680402897751,1,0.0
100190,0.2862630412175363,0,0.0
100191,0.14134353797656746,0,0.0
100192,0.5596631957923951,1,1.0
100193,0.5094422868775547,1,0.0
100194,0.43749136669474237,0,0.0
100195,0.48323983569227086,0,0.0
100196,0.4422703798881458,0,0.0
100197,0.4760877608489561,0,0.0
100198,0.5995213112260702,1,0.0
100199,0.5043296923363797,1,0.0
100200,0.4573415164050898,0,0.0
100201,0.21098997840819858,0,0.0
100202,0.4612447889066218,0,0.0
100203,0.3797029250301527,0,0.0
100204,0.5031498536629222,1,0.0
100205,0.7106361254754545,1,0.0
100206,0.6641453738886719,1,0.0
100207,0.4482252655526723,0,0.0
100208,0.600517124857171,1,0.0
100209,0.42617251765763825,0,1.0
100210,0.3179495436182764,0,0.0
100211,0.6636006653810307,1,0.0
100213,0.46562355080124246,0,0.0
100214,0.2991105182322358,0,1.0
100215,0.3716742018376996,0,0.0
100216,0.3856922438306666,0,0.0
100217,0.5649211593917414,1,0.0
100218,0.3515775259325383,0,0.0
100219,0.16564637125631165,0,0.0
100220,0.2582944184182243,0,0.0
100221,0.15690462753106962,0,0.0
100224,0.5275963783612632,1,0.0
100225,0.38771711824548744,0,0.0
100226,0.5293639583691391,1,0.0
100227,0.5324494027846233,1,0.0
100228,0.4048965901774411,0,0.0
100229,0.41859969812538095,0,0.0
100230,0.5459165297922266,1,0.0
100231,0.5823945915523555,1,0.0
100233,0.49925405172033577,0,0.0
100234,0.6131774663464199,1,0.0
100235,0.5561867689922615,1,0.0
100236,0.6293428455582095,1,0.0
100237,0.5596794536675954,1,0.0
100238,0.6569581791242937,1,0.0
100239,0.4257993975197853,0,0.0
100240,0.7278992066017002,1,0.0
100242,0.4508222577539733,0,0.0
100243,0.5697199855244265,1,0.0
100244,0.6489862347771466,1,0.0
100246,0.7149660273450051,1,1.0
100247,0.4960733155204468,0,0.0
100248,0.5328405615948901,1,0.0
100249,0.5384308439547907,1,0.0
100250,0.5681539225613553,1,0.0
100251,0.5739465702842435,1,0.0
100252,0.5035770592719155,1,0.0
100254,0.296424977256101,0,0.0
100255,0.487703086701652,0,0.0
100257,0.34106730511715366,0,0.0
100258,0.5674782881013044,1,0.0
100259,0.619855670940206,1,0.0
100260,0.3187699366624056,0,0.0
100261,0.35159635323440386,0,0.0
100262,0.4558098708479332,0,0.0
100263,0.2078226899755901,0,0.0
100264,0.21751185290768527,0,0.0
100265,0.5832138964683921,1,0.0
100266,0.4330266930583535,0,0.0
100267,0.2900486609323465,0,0.0
100268,0.5762766527470293,1,0.0
100269,0.6787170594106414,1,0.0
100270,0.11481574094962965,0,0.0
100272,0.5797171423522224,1,0.0
100273,0.21426409314574624,0,1.0
100274,0.45883876498588566,0,0.0
100275,0.32829922492380104,0,0.0
100276,0.5128032333780709,1,0.0
100277,0.5071147743390361,1,0.0
100279,0.4116308949152533,0,0.0
100281,0.3005177153013115,0,0.0
100282,0.3385083213237494,0,1.0
100283,0.3375135987493558,0,0.0
100284,0.38385357415474197,0,0.0
100285,0.5427600208622188,1,0.0
100286,0.691396195471801,1,1.0
100287,0.226912234419643,0,0.0
100288,0.5479942992296405,1,0.0
100289,0.26547680047783345,0,0.0
100290,0.7059557163177163,1,0.0
100291,0.459537129344356,0,0.0
100292,0.4056058515250387,0,0.0
100293,0.2507266300288611,0,0.0
100294,0.3199964355928171,0,0.0
100295,0.6748396623222065,1,1.0
100296,0.5270580042366287,1,0.0
100297,0.6742756953706655,1,0.0
100298,0.384444632045344,0,0.0
100299,0.16238560560221973,0,0.0
100300,0.5912721026459691,1,1.0
100301,0.834936061252194,1,1.0
100302,0.6382679623663243,1,0.0
100303,0.4115464882130546,0,0.0
100304,0.12858833198336775,0,0.0
100305,0.7494458096457828,1,0.0
100307,0.6067096323724652,1,0.0
100308,0.33762376668132466,0,0.0
100309,0.5279603225837824,1,0.0
100310,0.5941762339980781,1,0.0
100313,0.22659625839556893,0,0.0
100314,0.5906161696459541,1,0.0
100315,0.46725721237168366,0,0.0
100316,0.4827396221791653,0,0.0
100317,0.15740835757220006,0,0.0
100318,0.48045963169709716,0,0.0
100319,0.28186956707481753,0,0.0
100320,0.5458245726443004,1,0.0
100321,0.6231311267246695,1,0.0
100322,0.6338620127487601,1,0.0
100323,0.29952856935012573,0,0.0
100324,0.5126681042184881,1,0.0
100325,0.44848474000188404,0,0.0
100326,0.6947655757223508,1,1.0
100327,0.6918449911685354,1,0.0
100328,0.22677568601225212,0,0.0
100329,0.6175112901492605,1,0.0
100332,0.47526828748358957,0,0.0
100333,0.2800094224420236,0,0.0
100334,0.6444629307048179,1,0.0
100335,0.27860274658214645,0,0.0
100336,0.43657049133497833,0,1.0
100337,0.27779855893050265,0,0.0
100338,0.3909727058384858,0,0.0
100339,0.4311879414699852,0,0.0
100340,0.2745713708136598,0,0.0
100341,0.5674072022427885,1,0.0
100342,0.8304367924540624,1,0.0
100343,0.6781217427033934,1,0.0
100344,0.2624738492151953,0,0.0
100345,0.48687967396270787,0,0.0
