SK_ID_CURR,Probability,Prediction,Actual
146334,0.43295989979896315,0,0.0
146335,0.5096438022118464,1,0.0
146336,0.40987168661621615,0,0.0
146337,0.5183485848086875,1,1.0
146338,0.33007056466306456,0,0.0
146339,0.5875993393084175,1,0.0
146340,0.24701093861907875,0,0.0
146341,0.7626439798051324,1,0.0
146342,0.09464131243575757,0,0.0
146343,0.5134670656990352,1,0.0
146346,0.3411147701102255,0,0.0
146348,0.2307184130167526,0,0.0
146349,0.373902503126174,0,0.0
146350,0.6379320337543872,1,1.0
146351,0.3506929724895258,0,0.0
146352,0.5191752814781837,1,0.0
146353,0.11888133441197239,0,0.0
146354,0.5680172338362881,1,0.0
146355,0.4081612134265661,0,0.0
146357,0.45895240308616775,0,0.0
146358,0.4685497790918488,0,0.0
146359,0.4595841995817608,0,0.0
146360,0.1838722970021384,0,0.0
146361,0.3421171831280502,0,0.0
146362,0.7171634095253806,1,0.0
146363,0.4363363937374648,0,0.0
146364,0.6031291828582053,1,0.0
146365,0.29204648330406674,0,0.0
146366,0.5038676480115881,1,0.0
146367,0.651560525242159,1,0.0
146368,0.47252894875948714,0,0.0
146370,0.29744506502137763,0,0.0
146371,0.5603769705783695,1,1.0
146372,0.5539126248592049,1,0.0
146373,0.4318630453250382,0,0.0
146374,0.44048007460606425,0,0.0
146375,0.29607816346371874,0,1.0
146376,0.3256790806770694,0,0.0
146377,0.27874696017249745,0,0.0
146378,0.4702277450332744,0,0.0
146379,0.3666310990269585,0,0.0
146380,0.37097504464533776,0,0.0
146381,0.23292842592145377,0,0.0
146382,0.24085058043110122,0,0.0
146383,0.4408020084290862,0,0.0
146387,0.5130963894049145,1,1.0
146389,0.335385358865279,0,0.0
146390,0.28471841312759444,0,0.0
146391,0.5739269012230774,1,0.0
146392,0.302307507393586,0,0.0
146393,0.6297054230415908,1,0.0
146394,0.26248249595803075,0,0.0
146395,0.3180914579007629,0,0.0
146396,0.6400392378528099,1,1.0
146397,0.5229181504438898,1,0.0
146398,0.5740823934124131,1,0.0
146399,0.3663686245380191,0,0.0
146400,0.49734340706950103,0,0.0
146401,0.4000584464338631,0,0.0
146402,0.20669909932515346,0,0.0
146403,0.5919120271254423,1,1.0
146405,0.42472111446422506,0,0.0
146406,0.5697513765545061,1,0.0
146407,0.5099678167340147,1,0.0
146408,0.6087774298295446,1,0.0
146410,0.5037567648748059,1,0.0
146411,0.4576290029237076,0,0.0
146412,0.24576671469893127,0,0.0
146414,0.6435042869018943,1,0.0
146415,0.2545880881872126,0,0.0
146416,0.26450854941652197,0,0.0
146417,0.25882232832524954,0,0.0
146418,0.7073768380448786,1,0.0
146419,0.30892776047288534,0,0.0
146420,0.780605193760272,1,0.0
146422,0.20669049524167618,0,0.0
146423,0.32096081091784995,0,0.0
146424,0.704173273289599,1,0.0
146425,0.4595595837155739,0,1.0
146426,0.6333878552969406,1,0.0
146427,0.4672515409131626,0,0.0
146429,0.7294309404763505,1,0.0
146430,0.5197767326378442,1,1.0
146431,0.34173517316754154,0,0.0
146432,0.4723102758860378,0,0.0
146433,0.547230476062342,1,0.0
146434,0.3815577034077291,0,0.0
146435,0.42900822380492093,0,0.0
146436,0.39646965794216754,0,0.0
146437,0.33995161518562744,0,0.0
146438,0.5578867718541918,1,1.0
146439,0.26248630587802296,0,0.0
146440,0.27538527828875226,0,0.0
146441,0.1516324370169016,0,0.0
146442,0.42108096066848855,0,0.0
146443,0.34403110022785394,0,0.0
146444,0.39019416037208315,0,0.0
146445,0.594298244898969,1,0.0
146446,0.5008739243129657,1,0.0
146447,0.2669907480203089,0,0.0
146448,0.30279946879300984,0,0.0
146449,0.20150864861071727,0,0.0
146450,0.4886757609017628,0,0.0
146452,0.2945795763992729,0,0.0
146453,0.37549328376610047,0,0.0
146454,0.45543555020557436,0,0.0
146455,0.2135847338709137,0,0.0
146456,0.38953365501721393,0,0.0
146457,0.38491517678350756,0,0.0
146459,0.18909919421417928,0,0.0
146460,0.3902223159906352,0,0.0
146461,0.5987373936665158,1,0.0
146462,0.3122895718007712,0,0.0
146463,0.20705404064552502,0,0.0
146464,0.615112079279638,1,0.0
146465,0.2716824539931549,0,0.0
146467,0.3763416071795865,0,0.0
146468,0.5994928317043916,1,0.0
146469,0.6811605112783979,1,0.0
146470,0.4933512031169232,0,0.0
146471,0.22130500385113583,0,0.0
146472,0.6028995134958922,1,0.0
146473,0.17151790644446277,0,0.0
146474,0.319174118289251,0,0.0
146475,0.28815412627841025,0,0.0
146477,0.5976740363324481,1,0.0
146478,0.5128772785205091,1,0.0
146479,0.5874613156189586,1,0.0
146480,0.64267800461,1,0.0
146481,0.21694140992177088,0,1.0
146482,0.5308439718913736,1,0.0
146483,0.5604384622033364,1,1.0
146484,0.25702328542112257,0,0.0
146488,0.6503017728709454,1,0.0
146489,0.6383315438293878,1,0.0
146490,0.4309091710694264,0,0.0
146491,0.3341959061224186,0,0.0
146492,0.47690219455317573,0,0.0
146493,0.25046554757180794,0,0.0
146494,0.4688444698323942,0,0.0
146495,0.34072214752132474,0,0.0
146496,0.5460197311670859,1,0.0
146497,0.15354172564803928,0,0.0
146498,0.21265891294736783,0,0.0
146499,0.3410410845832924,0,0.0
146501,0.3922446669083249,0,0.0
146503,0.5719891593724025,1,0.0
146504,0.580531699051344,1,0.0
146505,0.4646724302029235,0,0.0
146506,0.4576587356256099,0,0.0
146507,0.5704551723199894,1,1.0
146508,0.49393851807274625,0,1.0
146509,0.23751003250430344,0,0.0
146510,0.35797676347766466,0,0.0
146511,0.5603717131468595,1,0.0
146513,0.526327770062926,1,0.0
146517,0.3228653106666947,0,0.0
146518,0.669618482378708,1,0.0
146519,0.34231583990736636,0,0.0
146520,0.2460215257816212,0,0.0
146521,0.24719546012531335,0,0.0
146522,0.22809149724517502,0,0.0
146523,0.6079627577898394,1,0.0
146524,0.5026833280668653,1,0.0
146525,0.38512517705853005,0,0.0
146526,0.7193545833445342,1,0.0
146527,0.37094000885519646,0,0.0
146528,0.6405154550960751,1,0.0
146529,0.5323616915468182,1,0.0
146530,0.5369545537821634,1,0.0
146531,0.34316300285657547,0,0.0
146532,0.5416531458519886,1,0.0
146534,0.6417900113887953,1,0.0
146536,0.45183940124781685,0,0.0
146537,0.5937138375185476,1,0.0
146538,0.344930388375435,0,0.0
146539,0.7150724986015898,1,1.0
146540,0.22586086379608117,0,0.0
146542,0.2877051222727278,0,0.0
146543,0.5096693700297148,1,0.0
146544,0.17919753746591108,0,0.0
146545,0.35631643709468824,0,0.0
146546,0.42088067305526344,0,0.0
146547,0.6704329360407513,1,0.0
146548,0.2274283871898195,0,0.0
146549,0.48315492427151846,0,0.0
