SK_ID_CURR,Probability,Prediction,Actual
100002,0.7742881,1,1.0
100003,0.14126985,0,0.0
100004,0.29634246,0,0.0
100006,0.4216509,0,0.0
100007,0.47145015,0,0.0
100008,0.3860388,0,0.0
100009,0.1227669,0,0.0
100010,0.14595565,0,0.0
100011,0.27244794,0,0.0
100012,0.3617433,0,0.0
100014,0.4101223,0,0.0
100015,0.074332,0,0.0
100016,0.52104664,0,0.0
100017,0.2894746,0,0.0
100018,0.23722623,0,0.0
100019,0.35010624,0,0.0
100020,0.89340675,1,0.0
100021,0.37229353,0,0.0
100022,0.14168896,0,0.0
100023,0.22133861,0,0.0
100024,0.46609563,0,0.0
100025,0.54470587,0,0.0
100026,0.6544932,0,0.0
100027,0.12367071,0,0.0
100029,0.19588234,0,0.0
100030,0.26894778,0,0.0
100031,0.69750315,1,1.0
100032,0.1635751,0,0.0
100033,0.035397653,0,0.0
100034,0.3393539,0,0.0
100035,0.36314887,0,0.0
100036,0.4467437,0,0.0
100037,0.13150874,0,0.0
100039,0.5870142,0,0.0
100040,0.09415348,0,0.0
100041,0.2775745,0,0.0
100043,0.0950757,0,0.0
100044,0.116712876,0,0.0
100045,0.2666593,0,0.0
100046,0.22037426,0,0.0
100047,0.738136,1,1.0
100048,0.7471918,1,0.0
100049,0.4702009,0,1.0
100050,0.09574607,0,0.0
100051,0.46824917,0,0.0
100052,0.29615122,0,0.0
100053,0.49748924,0,0.0
100054,0.29782215,0,0.0
100055,0.21320087,0,0.0
100056,0.27895078,0,0.0
100058,0.10422107,0,0.0
100059,0.12699457,0,0.0
100060,0.37443015,0,0.0
100061,0.17610341,0,0.0
100062,0.24896714,0,0.0
100063,0.33718738,0,0.0
100064,0.6222084,0,0.0
100068,0.52267504,0,0.0
100069,0.6041088,0,0.0
100070,0.21093981,0,0.0
100071,0.04359643,0,0.0
100072,0.084546566,0,0.0
100073,0.36555564,0,0.0
100075,0.0375712,0,0.0
100076,0.6578082,0,0.0
100077,0.21894939,0,0.0
100078,0.13103224,0,0.0
100079,0.69221723,1,0.0
100080,0.15384525,0,0.0
100081,0.47985697,0,0.0
100082,0.43958434,0,0.0
100083,0.28211433,0,0.0
100084,0.39063781,0,0.0
100085,0.6834643,1,0.0
100086,0.4457367,0,0.0
100087,0.6405238,0,0.0
100088,0.20669779,0,0.0
100089,0.51071566,0,0.0
100093,0.36328673,0,0.0
100094,0.13659775,0,0.0
100095,0.42212662,0,0.0
100096,0.7339978,1,1.0
100097,0.6078669,0,0.0
100098,0.56389505,0,0.0
100099,0.36611295,0,0.0
100100,0.048667077,0,0.0
100101,0.07947611,0,0.0
100102,0.27244562,0,0.0
100103,0.32480225,0,0.0
100104,0.38036874,0,0.0
100105,0.32127425,0,0.0
100108,0.2902522,0,0.0
100110,0.6358936,0,0.0
100111,0.31372187,0,0.0
100112,0.6739518,1,1.0
100113,0.06819779,0,0.0
100114,0.7008699,1,0.0
100115,0.45196322,0,0.0
100116,0.12930642,0,0.0
100118,0.30716512,0,0.0
100119,0.7348238,1,0.0
100120,0.82200694,1,0.0
100121,0.54111165,0,0.0
100122,0.5323546,0,0.0
100123,0.18163894,0,0.0
100124,0.106520586,0,0.0
100125,0.311063,0,0.0
100126,0.11306185,0,0.0
100127,0.22674325,0,0.0
100129,0.21510072,0,0.0
100130,0.82088953,1,1.0
100131,0.13380718,0,0.0
100132,0.046737034,0,0.0
100133,0.6307377,0,0.0
100134,0.06066499,0,0.0
100135,0.6165056,0,0.0
100136,0.19991308,0,0.0
100137,0.43526134,0,0.0
100138,0.02646541,0,0.0
100139,0.5074087,0,0.0
100140,0.18465085,0,0.0
100142,0.5274572,0,0.0
100143,0.04699326,0,0.0
