SK_ID_CURR,Probability,Prediction,Actual
146334,0.17645028,0,0.0
146335,0.08370719,0,0.0
146336,0.34092,0,0.0
146337,0.63433087,0,1.0
146338,0.1022708,0,0.0
146339,0.5644928,0,0.0
146340,0.33664292,0,0.0
146341,0.8013031,1,0.0
146342,0.056533117,0,0.0
146343,0.19217826,0,0.0
146346,0.28208894,0,0.0
146348,0.0324128,0,0.0
146349,0.2631322,0,0.0
146350,0.6323886,0,1.0
146351,0.20112604,0,0.0
146352,0.23676383,0,0.0
146353,0.45838726,0,0.0
146354,0.55950135,0,0.0
146355,0.18401043,0,0.0
146357,0.46696106,0,0.0
146358,0.2713504,0,0.0
146359,0.43893802,0,0.0
146360,0.1562024,0,0.0
146361,0.104902364,0,0.0
146362,0.50267595,0,0.0
146363,0.22230147,0,0.0
146364,0.8185197,1,0.0
146365,0.097437546,0,0.0
146366,0.085744224,0,0.0
146367,0.605412,0,0.0
146368,0.23672119,0,0.0
146370,0.12240805,0,0.0
146371,0.29166666,0,1.0
146372,0.21348053,0,0.0
146373,0.4208239,0,0.0
146374,0.12919775,0,0.0
146375,0.31495357,0,1.0
146376,0.28770196,0,0.0
146377,0.39571613,0,0.0
146378,0.15266088,0,0.0
146379,0.2614814,0,0.0
146380,0.3312673,0,0.0
146381,0.05931166,0,0.0
146382,0.109420754,0,0.0
146383,0.35594583,0,0.0
146387,0.3794852,0,1.0
146389,0.104194805,0,0.0
146390,0.28849974,0,0.0
146391,0.8656013,1,0.0
146392,0.3626497,0,0.0
146393,0.50789785,0,0.0
146394,0.2103005,0,0.0
146395,0.03296866,0,0.0
146396,0.3553548,0,1.0
146397,0.5771788,0,0.0
146398,0.6895034,1,0.0
146399,0.40166232,0,0.0
146400,0.51789063,0,0.0
146401,0.30718437,0,0.0
146402,0.11975184,0,0.0
146403,0.5469883,0,1.0
146405,0.2861787,0,0.0
146406,0.6485779,0,0.0
146407,0.67156893,1,0.0
146408,0.37922078,0,0.0
146410,0.19818406,0,0.0
146411,0.28326988,0,0.0
146412,0.32008168,0,0.0
146414,0.6268249,0,0.0
146415,0.12871054,0,0.0
146416,0.068423264,0,0.0
146417,0.26437566,0,0.0
146418,0.60144943,0,0.0
146419,0.05108824,0,0.0
146420,0.49808577,0,0.0
146422,0.10171522,0,0.0
146423,0.31839937,0,0.0
146424,0.5227579,0,0.0
146425,0.2194578,0,1.0
146426,0.20766377,0,0.0
146427,0.26529217,0,0.0
146429,0.75225157,1,0.0
146430,0.835061,1,1.0
146431,0.2836851,0,0.0
146432,0.18258294,0,0.0
146433,0.0871997,0,0.0
146434,0.09523282,0,0.0
146435,0.72646403,1,0.0
146436,0.12134454,0,0.0
146437,0.2636457,0,0.0
146438,0.6929595,1,1.0
146439,0.31184524,0,0.0
146440,0.110965274,0,0.0
146441,0.15602008,0,0.0
146442,0.093730524,0,0.0
146443,0.15285712,0,0.0
146444,0.23765297,0,0.0
146445,0.20393686,0,0.0
146446,0.70068157,1,0.0
146447,0.25956395,0,0.0
146448,0.2995799,0,0.0
146449,0.25496307,0,0.0
146450,0.40367696,0,0.0
146452,0.23899414,0,0.0
146453,0.23449956,0,0.0
146454,0.18924683,0,0.0
146455,0.30807632,0,0.0
146456,0.5538794,0,0.0
146457,0.38518533,0,0.0
146459,0.019556727,0,0.0
146460,0.17348668,0,0.0
146461,0.31025362,0,0.0
146462,0.65454715,0,0.0
146463,0.1934479,0,0.0
146464,0.7635895,1,0.0
146465,0.40499046,0,0.0
146467,0.24597844,0,0.0
146468,0.42202115,0,0.0
146469,0.56943965,0,0.0
146470,0.37861118,0,0.0
146471,0.39040387,0,0.0
146472,0.63886786,0,0.0
146473,0.3268768,0,0.0
146474,0.17565653,0,0.0
146475,0.1946847,0,0.0
146477,0.59543514,0,0.0
146478,0.40450832,0,0.0
146479,0.5572451,0,0.0
146480,0.28949776,0,0.0
146481,0.2201671,0,1.0
146482,0.7800624,1,0.0
146483,0.6611331,0,1.0
146484,0.071384564,0,0.0
146488,0.4226499,0,0.0
146489,0.28283155,0,0.0
146490,0.36624792,0,0.0
146491,0.082230605,0,0.0
146492,0.34845656,0,0.0
146493,0.18033567,0,0.0
146494,0.7478858,1,0.0
146495,0.37136525,0,0.0
146496,0.4247144,0,0.0
146497,0.026543299,0,0.0
146498,0.21398182,0,0.0
146499,0.29950905,0,0.0
146501,0.18361844,0,0.0
146503,0.17471518,0,0.0
146504,0.29951945,0,0.0
146505,0.810962,1,0.0
146506,0.52930564,0,0.0
146507,0.4508815,0,1.0
146508,0.62453,0,1.0
146509,0.2785176,0,0.0
146510,0.58761185,0,0.0
146511,0.44207713,0,0.0
146513,0.26146337,0,0.0
146517,0.4917936,0,0.0
146518,0.423624,0,0.0
146519,0.14914739,0,0.0
146520,0.31098637,0,0.0
146521,0.19511491,0,0.0
146522,0.23785864,0,0.0
146523,0.6374244,0,0.0
